datetime,open,high,low,close,volume,openinterest
2020-12-24,32.07,32.07,31.12,31.19,18179709,0
2020-12-25,31.12,31.60,30.92,31.26,24964040,0
2020-12-28,31.26,31.26,30.65,31.12,19567906,0
2020-12-29,31.12,32.68,30.99,31.60,40170034,0
2020-12-30,31.46,31.66,30.85,31.53,25594343,0
2020-12-31,31.26,31.60,31.19,31.26,20265681,0
2021-01-04,31.19,31.19,29.91,30.04,36886798,0
2021-01-05,29.91,30.18,29.50,30.11,25108399,0
2021-01-06,30.04,30.38,29.84,30.04,16252057,0
2021-01-07,30.04,30.25,29.10,29.84,31473604,0
2021-01-08,29.71,30.11,29.50,29.98,14490493,0
2021-01-11,29.98,30.25,29.23,29.64,25529323,0
2021-01-12,29.64,29.77,29.30,29.64,12096445,0
2021-01-13,29.57,29.91,29.17,29.91,20692372,0
2021-01-14,29.84,30.92,29.71,30.45,24660104,0
2021-01-15,30.38,30.92,30.18,30.45,20733103,0
2021-01-18,30.38,30.72,30.25,30.45,22875370,0
2021-01-19,30.38,31.93,30.04,31.12,39607881,0
2021-01-20,31.06,31.06,30.38,30.58,21589179,0
2021-01-21,30.52,30.65,30.25,30.31,17934983,0
2021-01-22,30.25,30.31,29.50,29.77,17184055,0
2021-01-25,29.57,29.57,28.83,28.96,23646174,0
2021-01-26,28.96,29.23,28.69,28.76,9963442,0
2021-01-27,28.76,29.23,28.69,28.90,12929331,0
2021-01-28,28.83,28.83,28.56,28.76,12826007,0
