===============================================================================
Id,600000qfq,len,datetime,open,high,low,close,volume,openinterest,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
123,600000qfq,123,2019-08-27 23:59:59.999989,11.37,11.57,11.3,11.3,662474.58,,SmaCross,123,737298.9999999999,Broker,123,9961.31,9961.31,BuySell,123,,11.743549999999999,Trades - Net Profit/Loss,123,6.999999999999851,
124,600000qfq,124,2019-08-28 23:59:59.999989,11.37,11.4,11.3,11.32,255255.97,,SmaCross,124,737299.9999999999,Broker,124,9961.31,9961.31,BuySell,124,,,Trades - Net Profit/Loss,124,,
125,600000qfq,125,2019-08-29 23:59:59.999989,11.3,11.35,11.18,11.23,280495.94,,SmaCross,125,737300.9999999999,Broker,125,9961.31,9961.31,BuySell,125,,,Trades - Net Profit/Loss,125,,
126,600000qfq,126,2019-08-30 23:59:59.999989,11.34,11.37,11.22,11.28,254240.04,,SmaCross,126,737301.9999999999,Broker,126,9961.31,9961.31,BuySell,126,,,Trades - Net Profit/Loss,126,,
127,600000qfq,127,2019-09-02 23:59:59.999989,11.3,11.42,11.24,11.34,277498.79,,SmaCross,127,737304.9999999999,Broker,127,9961.31,9961.31,BuySell,127,,,Trades - Net Profit/Loss,127,,
128,600000qfq,128,2019-09-03 23:59:59.999989,11.39,11.41,11.31,11.35,162866.09,,SmaCross,128,737305.9999999999,Broker,128,8822.31,9957.31,BuySell,128,11.14035,,Trades - Net Profit/Loss,128,,
129,600000qfq,129,2019-09-04 23:59:59.999989,11.4,11.5,11.36,11.49,306709.61,,SmaCross,129,737306.9999999999,Broker,129,8822.31,9971.31,BuySell,129,,,Trades - Net Profit/Loss,129,,
130,600000qfq,130,2019-09-05 23:59:59.999989,11.5,11.74,11.5,11.62,468280.0,,SmaCross,130,737307.9999999999,Broker,130,8822.31,9984.31,BuySell,130,,,Trades - Net Profit/Loss,130,,
131,600000qfq,131,2019-09-06 23:59:59.999989,11.68,11.7,11.58,11.69,343920.57,,SmaCross,131,737308.9999999999,Broker,131,8822.31,9991.31,BuySell,131,,,Trades - Net Profit/Loss,131,,
132,600000qfq,132,2019-09-09 23:59:59.999989,11.78,11.79,11.68,11.75,400593.68,,SmaCross,132,737311.9999999999,Broker,132,8822.31,9997.31,BuySell,132,,,Trades - Net Profit/Loss,132,,
133,600000qfq,133,2019-09-10 23:59:59.999989,11.79,11.86,11.69,11.85,370410.97,,SmaCross,133,737312.9999999999,Broker,133,8822.31,10007.31,BuySell,133,,,Trades - Net Profit/Loss,133,,
134,600000qfq,134,2019-09-11 23:59:59.999989,11.85,12.0,11.85,11.95,390636.54,,SmaCross,134,737313.9999999999,Broker,134,8822.31,10017.31,BuySell,134,,,Trades - Net Profit/Loss,134,,
135,600000qfq,135,2019-09-12 23:59:59.999989,12.08,12.09,11.92,12.0,261048.24,,SmaCross,135,737314.9999999999,Broker,135,8822.31,10022.31,BuySell,135,,,Trades - Net Profit/Loss,135,,
136,600000qfq,136,2019-09-16 23:59:59.999989,11.99,12.01,11.83,11.93,254891.16,,SmaCross,136,737318.9999999999,Broker,136,8822.31,10015.31,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,600000qfq,137,2019-09-17 23:59:59.999989,11.96,12.01,11.77,11.81,335589.32,,SmaCross,137,737319.9999999999,Broker,137,8822.31,10003.31,BuySell,137,,,Trades - Net Profit/Loss,137,,
138,600000qfq,138,2019-09-18 23:59:59.999989,11.94,12.0,11.87,11.93,313872.71,,SmaCross,138,737320.9999999999,Broker,138,10016.31,10016.31,BuySell,138,,12.18,Trades - Net Profit/Loss,138,54.99999999999989,
139,600000qfq,139,2019-09-19 23:59:59.999989,12.0,12.0,11.88,11.94,237421.71,,SmaCross,139,737321.9999999999,Broker,139,8816.31,10010.31,BuySell,139,11.7018,,Trades - Net Profit/Loss,139,,
140,600000qfq,140,2019-09-20 23:59:59.999989,11.99,11.99,11.85,11.95,401092.79,,SmaCross,140,737322.9999999999,Broker,140,8816.31,10011.31,BuySell,140,,,Trades - Net Profit/Loss,140,,
141,600000qfq,141,2019-09-23 23:59:59.999989,11.9,11.92,11.68,11.75,277107.95,,SmaCross,141,737325.9999999999,Broker,141,8816.31,9991.31,BuySell,141,,,Trades - Net Profit/Loss,141,,
142,600000qfq,142,2019-09-24 23:59:59.999989,11.81,11.86,11.73,11.75,218709.62,,SmaCross,142,737326.9999999999,Broker,142,9997.31,9997.31,BuySell,142,,12.037899999999999,Trades - Net Profit/Loss,142,,-18.99999999999995
143,600000qfq,143,2019-09-25 23:59:59.999989,11.75,11.95,11.69,11.81,301363.56,,SmaCross,143,737327.9999999999,Broker,143,9997.31,9997.31,BuySell,143,,,Trades - Net Profit/Loss,143,,
144,600000qfq,144,2019-09-26 23:59:59.999989,11.88,12.18,11.84,11.97,727264.61,,SmaCross,144,737328.9999999999,Broker,144,9997.31,9997.31,BuySell,144,,,Trades - Net Profit/Loss,144,,
145,600000qfq,145,2019-09-27 23:59:59.999989,11.95,11.99,11.76,11.9,368078.78,,SmaCross,145,737329.9999999999,Broker,145,8802.31,9992.31,BuySell,145,11.583599999999999,,Trades - Net Profit/Loss,145,,
146,600000qfq,146,2019-09-30 23:59:59.999989,11.85,12.07,11.81,11.84,359475.77,,SmaCross,146,737332.9999999999,Broker,146,8802.31,9986.31,BuySell,146,,,Trades - Net Profit/Loss,146,,
147,600000qfq,147,2019-10-08 23:59:59.999989,11.8,12.03,11.8,11.9,324158.86,,SmaCross,147,737340.9999999999,Broker,147,9982.31,9982.31,BuySell,147,,12.210449999999998,Trades - Net Profit/Loss,147,,-14.999999999999858
148,600000qfq,148,2019-10-09 23:59:59.999989,11.82,12.13,11.8,11.99,422096.02,,SmaCross,148,737341.9999999999,Broker,148,8800.31,9999.31,BuySell,148,11.623000000000001,,Trades - Net Profit/Loss,148,,
149,600000qfq,149,2019-10-10 23:59:59.999989,12.02,12.04,11.91,11.96,272612.29,,SmaCross,149,737342.9999999999,Broker,149,8800.31,9996.31,BuySell,149,,,Trades - Net Profit/Loss,149,,
150,600000qfq,150,2019-10-11 23:59:59.999989,12.05,12.45,12.0,12.45,920308.0,,SmaCross,150,737343.9999999999,Broker,150,8800.31,10045.31,BuySell,150,,,Trades - Net Profit/Loss,150,,
151,600000qfq,151,2019-10-14 23:59:59.999989,12.59,13.22,12.52,12.94,1239701.03,,SmaCross,151,737346.9999999999,Broker,151,8800.31,10094.31,BuySell,151,,,Trades - Net Profit/Loss,151,,
152,600000qfq,152,2019-10-15 23:59:59.999989,12.95,13.14,12.86,13.09,733945.91,,SmaCross,152,737347.9999999999,Broker,152,8800.31,10109.31,BuySell,152,,,Trades - Net Profit/Loss,152,,
153,600000qfq,153,2019-10-16 23:59:59.999989,13.08,13.33,12.9,13.08,670022.23,,SmaCross,153,737348.9999999999,Broker,153,8800.31,10108.31,BuySell,153,,,Trades - Net Profit/Loss,153,,
154,600000qfq,154,2019-10-17 23:59:59.999989,13.07,13.25,13.03,13.17,478693.13,,SmaCross,154,737349.9999999999,Broker,154,8800.31,10117.31,BuySell,154,,,Trades - Net Profit/Loss,154,,
155,600000qfq,155,2019-10-18 23:59:59.999989,13.24,13.29,12.72,12.78,649928.96,,SmaCross,155,737350.9999999999,Broker,155,8800.31,10078.31,BuySell,155,,,Trades - Net Profit/Loss,155,,
156,600000qfq,156,2019-10-21 23:59:59.999989,12.8,13.03,12.75,12.91,389962.87,,SmaCross,156,737353.9999999999,Broker,156,10080.31,10080.31,BuySell,156,,13.225449999999999,Trades - Net Profit/Loss,156,98.00000000000004,
157,600000qfq,157,2019-10-22 23:59:59.999989,13.03,13.05,12.77,12.93,313962.57,,SmaCross,157,737354.9999999999,Broker,157,10080.31,10080.31,BuySell,157,,,Trades - Net Profit/Loss,157,,
158,600000qfq,158,2019-10-23 23:59:59.999989,12.89,12.95,12.77,12.86,328214.14,,SmaCross,158,737355.9999999999,Broker,158,10080.31,10080.31,BuySell,158,,,Trades - Net Profit/Loss,158,,
159,600000qfq,159,2019-10-24 23:59:59.999989,12.98,13.24,12.95,13.09,1031588.06,,SmaCross,159,737356.9999999999,Broker,159,10080.31,10080.31,BuySell,159,,,Trades - Net Profit/Loss,159,,
160,600000qfq,160,2019-10-25 23:59:59.999989,13.09,13.09,12.78,12.9,978763.57,,SmaCross,160,737357.9999999999,Broker,160,8771.31,10061.31,BuySell,160,12.588299999999998,,Trades - Net Profit/Loss,160,,
161,600000qfq,161,2019-10-28 23:59:59.999989,12.75,12.88,12.65,12.7,723804.66,,SmaCross,161,737360.9999999999,Broker,161,10046.31,10046.31,BuySell,161,,13.0732,Trades - Net Profit/Loss,161,,-33.999999999999986
162,600000qfq,162,2019-10-29 23:59:59.999989,12.74,12.85,12.62,12.77,526040.9,,SmaCross,162,737361.9999999999,Broker,162,10046.31,10046.31,BuySell,162,,,Trades - Net Profit/Loss,162,,
163,600000qfq,163,2019-10-30 23:59:59.999989,12.75,12.79,12.52,12.59,537347.3,,SmaCross,163,737362.9999999999,Broker,163,10046.31,10046.31,BuySell,163,,,Trades - Net Profit/Loss,163,,
164,600000qfq,164,2019-10-31 23:59:59.999989,12.68,12.7,12.5,12.51,333475.33,,SmaCross,164,737363.9999999999,Broker,164,10046.31,10046.31,BuySell,164,,,Trades - Net Profit/Loss,164,,
165,600000qfq,165,2019-11-01 23:59:59.999989,12.5,12.83,12.44,12.75,627057.33,,SmaCross,165,737364.9999999999,Broker,165,10046.31,10046.31,BuySell,165,,,Trades - Net Profit/Loss,165,,
166,600000qfq,166,2019-11-04 23:59:59.999989,12.75,12.89,12.69,12.74,497379.96,,SmaCross,166,737367.9999999999,Broker,166,8771.31,10045.31,BuySell,166,12.499649999999999,,Trades - Net Profit/Loss,166,,
167,600000qfq,167,2019-11-05 23:59:59.999989,12.74,13.19,12.69,12.95,742743.89,,SmaCross,167,737368.9999999999,Broker,167,8771.31,10066.31,BuySell,167,,,Trades - Net Profit/Loss,167,,
168,600000qfq,168,2019-11-06 23:59:59.999989,12.95,13.1,12.86,12.92,460239.2,,SmaCross,168,737369.9999999999,Broker,168,8771.31,10063.31,BuySell,168,,,Trades - Net Profit/Loss,168,,
169,600000qfq,169,2019-11-07 23:59:59.999989,12.95,12.95,12.71,12.76,462672.81,,SmaCross,169,737370.9999999999,Broker,169,8771.31,10047.31,BuySell,169,,,Trades - Net Profit/Loss,169,,
170,600000qfq,170,2019-11-08 23:59:59.999989,12.8,12.81,12.56,12.57,488418.66,,SmaCross,170,737371.9999999999,Broker,170,10051.31,10051.31,BuySell,170,,13.002149999999999,Trades - Net Profit/Loss,170,5.000000000000071,
171,600000qfq,171,2019-11-11 23:59:59.999989,12.48,12.48,12.29,12.29,385942.67,,SmaCross,171,737374.9999999999,Broker,171,10051.31,10051.31,BuySell,171,,,Trades - Net Profit/Loss,171,,
172,600000qfq,172,2019-11-12 23:59:59.999989,12.31,12.36,12.17,12.24,392393.95,,SmaCross,172,737375.9999999999,Broker,172,10051.31,10051.31,BuySell,172,,,Trades - Net Profit/Loss,172,,
173,600000qfq,173,2019-11-13 23:59:59.999989,12.21,12.29,12.15,12.23,322749.79,,SmaCross,173,737376.9999999999,Broker,173,10051.31,10051.31,BuySell,173,,,Trades - Net Profit/Loss,173,,
174,600000qfq,174,2019-11-14 23:59:59.999989,12.23,12.27,12.1,12.14,289436.47,,SmaCross,174,737377.9999999999,Broker,174,10051.31,10051.31,BuySell,174,,,Trades - Net Profit/Loss,174,,
175,600000qfq,175,2019-11-15 23:59:59.999989,12.22,12.26,12.12,12.15,273242.99,,SmaCross,175,737378.9999999999,Broker,175,10051.31,10051.31,BuySell,175,,,Trades - Net Profit/Loss,175,,
176,600000qfq,176,2019-11-18 23:59:59.999989,12.17,12.35,12.13,12.24,287965.29,,SmaCross,176,737381.9999999999,Broker,176,10051.31,10051.31,BuySell,176,,,Trades - Net Profit/Loss,176,,
177,600000qfq,177,2019-11-19 23:59:59.999989,12.2,12.31,12.18,12.23,293708.03,,SmaCross,177,737382.9999999999,Broker,177,8831.31,10054.31,BuySell,177,11.9973,,Trades - Net Profit/Loss,177,,
178,600000qfq,178,2019-11-20 23:59:59.999989,12.17,12.22,12.01,12.04,380920.59,,SmaCross,178,737383.9999999999,Broker,178,8831.31,10035.31,BuySell,178,,,Trades - Net Profit/Loss,178,,
179,600000qfq,179,2019-11-21 23:59:59.999989,12.0,12.04,11.91,11.96,346171.75,,SmaCross,179,737384.9999999999,Broker,179,10031.31,10031.31,BuySell,179,,12.220599999999997,Trades - Net Profit/Loss,179,,-19.99999999999993
180,600000qfq,180,2019-11-22 23:59:59.999989,12.01,12.06,11.94,11.99,295310.99,,SmaCross,180,737385.9999999999,Broker,180,10031.31,10031.31,BuySell,180,,,Trades - Net Profit/Loss,180,,
181,600000qfq,181,2019-11-25 23:59:59.999989,12.03,12.14,12.0,12.07,251532.56,,SmaCross,181,737388.9999999999,Broker,181,10031.31,10031.31,BuySell,181,,,Trades - Net Profit/Loss,181,,
182,600000qfq,182,2019-11-26 23:59:59.999989,12.15,12.17,11.98,12.06,596332.64,,SmaCross,182,737389.9999999999,Broker,182,8816.31,10022.31,BuySell,182,11.8003,,Trades - Net Profit/Loss,182,,
183,600000qfq,183,2019-11-27 23:59:59.999989,12.07,12.07,11.9,11.99,287039.56,,SmaCross,183,737390.9999999999,Broker,183,8816.31,10015.31,BuySell,183,,,Trades - Net Profit/Loss,183,,
184,600000qfq,184,2019-11-28 23:59:59.999989,12.0,12.01,11.92,11.96,177972.25,,SmaCross,184,737391.9999999999,Broker,184,10016.31,10016.31,BuySell,184,,12.19015,Trades - Net Profit/Loss,184,,-15.000000000000036
185,600000qfq,185,2019-11-29 23:59:59.999989,11.93,12.07,11.89,11.91,245669.35,,SmaCross,185,737392.9999999999,Broker,185,10016.31,10016.31,BuySell,185,,,Trades - Net Profit/Loss,185,,
186,600000qfq,186,2019-12-02 23:59:59.999989,11.96,11.97,11.82,11.87,221630.2,,SmaCross,186,737395.9999999999,Broker,186,10016.31,10016.31,BuySell,186,,,Trades - Net Profit/Loss,186,,
187,600000qfq,187,2019-12-03 23:59:59.999989,11.81,11.9,11.77,11.86,195578.65,,SmaCross,187,737396.9999999999,Broker,187,10016.31,10016.31,BuySell,187,,,Trades - Net Profit/Loss,187,,
188,600000qfq,188,2019-12-04 23:59:59.999989,11.78,11.83,11.7,11.75,247346.62,,SmaCross,188,737397.9999999999,Broker,188,10016.31,10016.31,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,600000qfq,189,2019-12-05 23:59:59.999989,11.79,11.89,11.76,11.89,249761.3,,SmaCross,189,737398.9999999999,Broker,189,10016.31,10016.31,BuySell,189,,,Trades - Net Profit/Loss,189,,
190,600000qfq,190,2019-12-06 23:59:59.999989,11.92,11.95,11.83,11.92,206544.38,,SmaCross,190,737399.9999999999,Broker,190,8824.31,10016.31,BuySell,190,11.65255,,Trades - Net Profit/Loss,190,,
191,600000qfq,191,2019-12-09 23:59:59.999989,11.9,11.93,11.85,11.9,173492.58,,SmaCross,191,737402.9999999999,Broker,191,8824.31,10014.31,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,600000qfq,192,2019-12-10 23:59:59.999989,11.88,11.91,11.86,11.86,153246.4,,SmaCross,192,737403.9999999999,Broker,192,8824.31,10010.31,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,600000qfq,193,2019-12-11 23:59:59.999989,11.88,11.99,11.85,11.98,334090.45,,SmaCross,193,737404.9999999999,Broker,193,10012.31,10012.31,BuySell,193,,12.169849999999999,Trades - Net Profit/Loss,193,,-3.9999999999999147
194,600000qfq,194,2019-12-12 23:59:59.999989,11.99,11.99,11.88,11.9,270212.03,,SmaCross,194,737405.9999999999,Broker,194,8813.31,10003.31,BuySell,194,11.7018,,Trades - Net Profit/Loss,194,,
195,600000qfq,195,2019-12-13 23:59:59.999989,11.98,12.12,11.94,12.12,595205.54,,SmaCross,195,737406.9999999999,Broker,195,10011.31,10011.31,BuySell,195,,12.301799999999998,Trades - Net Profit/Loss,195,,-0.9999999999999787
196,600000qfq,196,2019-12-16 23:59:59.999989,12.12,12.15,12.0,12.13,379716.32,,SmaCross,196,737409.9999999999,Broker,196,8799.31,10012.31,BuySell,196,11.82,,Trades - Net Profit/Loss,196,,
197,600000qfq,197,2019-12-17 23:59:59.999989,12.17,12.51,12.1,12.39,574356.05,,SmaCross,197,737410.9999999999,Broker,197,8799.31,10038.31,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,600000qfq,198,2019-12-18 23:59:59.999989,12.36,12.5,12.34,12.4,345652.68,,SmaCross,198,737411.9999999999,Broker,198,8799.31,10039.31,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,600000qfq,199,2019-12-19 23:59:59.999989,12.4,12.5,12.38,12.41,237899.07,,SmaCross,199,737412.9999999999,Broker,199,8799.31,10040.31,BuySell,199,,,Trades - Net Profit/Loss,199,,
200,600000qfq,200,2019-12-20 23:59:59.999989,12.41,12.55,12.38,12.42,401501.48,,SmaCross,200,737413.9999999999,Broker,200,8799.31,10041.31,BuySell,200,,,Trades - Net Profit/Loss,200,,
201,600000qfq,201,2019-12-23 23:59:59.999989,12.46,12.46,12.17,12.2,370338.91,,SmaCross,201,737416.9999999999,Broker,201,8799.31,10019.31,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,600000qfq,202,2019-12-24 23:59:59.999989,12.21,12.29,12.2,12.28,216710.29,,SmaCross,202,737417.9999999999,Broker,202,10020.31,10020.31,BuySell,202,,12.474349999999998,Trades - Net Profit/Loss,202,9.000000000000163,
203,600000qfq,203,2019-12-25 23:59:59.999989,12.29,12.29,12.2,12.24,136781.75,,SmaCross,203,737418.9999999999,Broker,203,10020.31,10020.31,BuySell,203,,,Trades - Net Profit/Loss,203,,
204,600000qfq,204,2019-12-26 23:59:59.999989,12.26,12.32,12.23,12.29,157390.54,,SmaCross,204,737419.9999999999,Broker,204,10020.31,10020.31,BuySell,204,,,Trades - Net Profit/Loss,204,,
205,600000qfq,205,2019-12-27 23:59:59.999989,12.25,12.43,12.25,12.32,279321.09,,SmaCross,205,737420.9999999999,Broker,205,8795.31,10027.31,BuySell,205,12.06625,,Trades - Net Profit/Loss,205,,
206,600000qfq,206,2019-12-30 23:59:59.999989,12.27,12.36,12.12,12.34,410515.55,,SmaCross,206,737423.9999999999,Broker,206,8795.31,10029.31,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,600000qfq,207,2019-12-31 23:59:59.999989,12.32,12.38,12.21,12.37,319536.28,,SmaCross,207,737424.9999999999,Broker,207,8795.31,10032.31,BuySell,207,,,Trades - Net Profit/Loss,207,,
208,600000qfq,208,2020-01-02 23:59:59.999989,12.47,12.64,12.45,12.47,516290.79,,SmaCross,208,737426.9999999999,Broker,208,8795.31,10042.31,BuySell,208,,,Trades - Net Profit/Loss,208,,
209,600000qfq,209,2020-01-03 23:59:59.999989,12.57,12.63,12.47,12.6,380188.1,,SmaCross,209,737427.9999999999,Broker,209,8795.31,10055.31,BuySell,209,,,Trades - Net Profit/Loss,209,,
210,600000qfq,210,2020-01-06 23:59:59.999989,12.52,12.65,12.42,12.46,410011.93,,SmaCross,210,737430.9999999999,Broker,210,8795.31,10041.31,BuySell,210,,,Trades - Net Profit/Loss,210,,
211,600000qfq,211,2020-01-07 23:59:59.999989,12.51,12.6,12.46,12.5,284214.82,,SmaCross,211,737431.9999999999,Broker,211,8795.31,10045.31,BuySell,211,,,Trades - Net Profit/Loss,211,,
212,600000qfq,212,2020-01-08 23:59:59.999989,12.41,12.45,12.25,12.32,352405.36,,SmaCross,212,737432.9999999999,Broker,212,8795.31,10027.31,BuySell,212,,,Trades - Net Profit/Loss,212,,
213,600000qfq,213,2020-01-09 23:59:59.999989,12.39,12.43,12.35,12.37,261514.48,,SmaCross,213,737433.9999999999,Broker,213,10034.31,10034.31,BuySell,213,,12.616449999999999,Trades - Net Profit/Loss,213,14.000000000000057,
214,600000qfq,214,2020-01-10 23:59:59.999989,12.37,12.42,12.31,12.39,183212.52,,SmaCross,214,737434.9999999999,Broker,214,10034.31,10034.31,BuySell,214,,,Trades - Net Profit/Loss,214,,
215,600000qfq,215,2020-01-13 23:59:59.999989,12.4,12.41,12.31,12.41,207155.66,,SmaCross,215,737437.9999999999,Broker,215,10034.31,10034.31,BuySell,215,,,Trades - Net Profit/Loss,215,,
216,600000qfq,216,2020-01-14 23:59:59.999989,12.4,12.69,12.39,12.43,299945.61,,SmaCross,216,737438.9999999999,Broker,216,8794.31,10037.31,BuySell,216,12.20415,,Trades - Net Profit/Loss,216,,
217,600000qfq,217,2020-01-15 23:59:59.999989,12.41,12.45,12.25,12.25,318972.17,,SmaCross,217,737439.9999999999,Broker,217,8794.31,10019.31,BuySell,217,,,Trades - Net Profit/Loss,217,,
218,600000qfq,218,2020-01-16 23:59:59.999989,12.28,12.31,12.16,12.2,224548.76,,SmaCross,218,737440.9999999999,Broker,218,10022.31,10022.31,BuySell,218,,12.49465,Trades - Net Profit/Loss,218,,-12.0000000000001
219,600000qfq,219,2020-01-17 23:59:59.999989,12.22,12.29,12.16,12.23,175931.11,,SmaCross,219,737441.9999999999,Broker,219,10022.31,10022.31,BuySell,219,,,Trades - Net Profit/Loss,219,,
220,600000qfq,220,2020-01-20 23:59:59.999989,12.26,12.27,12.19,12.25,237346.09,,SmaCross,220,737444.9999999999,Broker,220,10022.31,10022.31,BuySell,220,,,Trades - Net Profit/Loss,220,,
221,600000qfq,221,2020-01-21 23:59:59.999989,12.2,12.25,12.04,12.08,317874.74,,SmaCross,221,737445.9999999999,Broker,221,10022.31,10022.31,BuySell,221,,,Trades - Net Profit/Loss,221,,
222,600000qfq,222,2020-01-22 23:59:59.999989,11.7,11.84,11.65,11.77,781335.56,,SmaCross,222,737446.9999999999,Broker,222,10022.31,10022.31,BuySell,222,,,Trades - Net Profit/Loss,222,,
223,600000qfq,223,2020-01-23 23:59:59.999989,11.75,11.75,11.32,11.35,765347.96,,SmaCross,223,737447.9999999999,Broker,223,10022.31,10022.31,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,600000qfq,224,2020-02-03 23:59:59.999989,10.22,10.69,10.22,10.47,953673.82,,SmaCross,224,737458.9999999999,Broker,224,10022.31,10022.31,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,600000qfq,225,2020-02-04 23:59:59.999989,10.51,10.74,10.48,10.66,667837.67,,SmaCross,225,737459.9999999999,Broker,225,10022.31,10022.31,BuySell,225,,,Trades - Net Profit/Loss,225,,
226,600000qfq,226,2020-02-05 23:59:59.999989,10.69,10.78,10.58,10.7,450466.58,,SmaCross,226,737460.9999999999,Broker,226,10022.31,10022.31,BuySell,226,,,Trades - Net Profit/Loss,226,,
227,600000qfq,227,2020-02-06 23:59:59.999989,10.81,10.86,10.65,10.79,380238.01,,SmaCross,227,737461.9999999999,Broker,227,10022.31,10022.31,BuySell,227,,,Trades - Net Profit/Loss,227,,
228,600000qfq,228,2020-02-07 23:59:59.999989,10.73,10.91,10.67,10.86,318969.56,,SmaCross,228,737462.9999999999,Broker,228,10022.31,10022.31,BuySell,228,,,Trades - Net Profit/Loss,228,,
229,600000qfq,229,2020-02-10 23:59:59.999989,10.76,10.84,10.71,10.77,340321.21,,SmaCross,229,737465.9999999999,Broker,229,8946.31,10023.31,BuySell,229,10.54935,,Trades - Net Profit/Loss,229,,
230,600000qfq,230,2020-02-11 23:59:59.999989,10.82,10.95,10.78,10.86,348563.02,,SmaCross,230,737466.9999999999,Broker,230,8946.31,10032.31,BuySell,230,,,Trades - Net Profit/Loss,230,,
231,600000qfq,231,2020-02-12 23:59:59.999989,10.84,10.88,10.76,10.86,263139.27,,SmaCross,231,737467.9999999999,Broker,231,8946.31,10032.31,BuySell,231,,,Trades - Net Profit/Loss,231,,
232,600000qfq,232,2020-02-13 23:59:59.999989,10.82,10.88,10.76,10.76,226306.13,,SmaCross,232,737468.9999999999,Broker,232,8946.31,10022.31,BuySell,232,,,Trades - Net Profit/Loss,232,,
233,600000qfq,233,2020-02-14 23:59:59.999989,10.76,10.88,10.74,10.86,223605.49,,SmaCross,233,737469.9999999999,Broker,233,10022.31,10022.31,BuySell,233,,11.0432,Trades - Net Profit/Loss,233,0.0,
234,600000qfq,234,2020-02-17 23:59:59.999989,10.88,11.21,10.86,11.18,413433.2,,SmaCross,234,737472.9999999999,Broker,234,8934.31,10052.31,BuySell,234,10.697099999999999,,Trades - Net Profit/Loss,234,,
235,600000qfq,235,2020-02-18 23:59:59.999989,11.09,11.18,11.04,11.06,301627.03,,SmaCross,235,737473.9999999999,Broker,235,8934.31,10040.31,BuySell,235,,,Trades - Net Profit/Loss,235,,
236,600000qfq,236,2020-02-19 23:59:59.999989,11.08,11.24,11.04,11.11,251001.57,,SmaCross,236,737474.9999999999,Broker,236,8934.31,10045.31,BuySell,236,,,Trades - Net Profit/Loss,236,,
237,600000qfq,237,2020-02-20 23:59:59.999989,11.17,11.27,11.06,11.23,366564.16,,SmaCross,237,737475.9999999999,Broker,237,8934.31,10057.31,BuySell,237,,,Trades - Net Profit/Loss,237,,
238,600000qfq,238,2020-02-21 23:59:59.999989,11.23,11.39,11.21,11.3,389494.18,,SmaCross,238,737476.9999999999,Broker,238,8934.31,10064.31,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,600000qfq,239,2020-02-24 23:59:59.999989,11.23,11.34,11.1,11.16,447386.22,,SmaCross,239,737479.9999999999,Broker,239,8934.31,10050.31,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,600000qfq,240,2020-02-25 23:59:59.999989,11.07,11.15,11.01,11.09,483245.64,,SmaCross,240,737480.9999999999,Broker,240,10041.31,10041.31,BuySell,240,,11.31725,Trades - Net Profit/Loss,240,18.99999999999995,
241,600000qfq,241,2020-02-26 23:59:59.999989,11.01,11.33,11.01,11.2,519062.87,,SmaCross,241,737481.9999999999,Broker,241,10041.31,10041.31,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,600000qfq,242,2020-02-27 23:59:59.999989,11.2,11.3,11.13,11.21,330298.24,,SmaCross,242,737482.9999999999,Broker,242,8921.31,10042.31,BuySell,242,10.96305,,Trades - Net Profit/Loss,242,,
243,600000qfq,243,2020-02-28 23:59:59.999989,11.11,11.18,10.85,10.85,501379.88,,SmaCross,243,737483.9999999999,Broker,243,8921.31,10006.31,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,600000qfq,244,2020-03-02 23:59:59.999989,10.95,11.1,10.92,11.04,392450.56,,SmaCross,244,737486.9999999999,Broker,244,10016.31,10016.31,BuySell,244,,11.266499999999999,Trades - Net Profit/Loss,244,,-25.0
245,600000qfq,245,2020-03-03 23:59:59.999989,11.13,11.23,11.04,11.06,393324.6,,SmaCross,245,737487.9999999999,Broker,245,10016.31,10016.31,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,600000qfq,246,2020-03-04 23:59:59.999989,11.01,11.1,10.95,11.03,346283.58,,SmaCross,246,737488.9999999999,Broker,246,10016.31,10016.31,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,600000qfq,247,2020-03-05 23:59:59.999989,11.08,11.32,11.03,11.32,730478.82,,SmaCross,247,737489.9999999999,Broker,247,10016.31,10016.31,BuySell,247,,,Trades - Net Profit/Loss,247,,
248,600000qfq,248,2020-03-06 23:59:59.999989,11.23,11.28,11.11,11.12,415878.2,,SmaCross,248,737490.9999999999,Broker,248,8893.31,10005.31,BuySell,248,10.943349999999999,,Trades - Net Profit/Loss,248,,
249,600000qfq,249,2020-03-09 23:59:59.999989,11.0,11.0,10.75,10.78,594952.42,,SmaCross,249,737493.9999999999,Broker,249,8893.31,9971.31,BuySell,249,,,Trades - Net Profit/Loss,249,,
